YORUM,URUN_KALITESI,PAKETLEME/TESLIMAT,FIYAT/PERFORMANS,URUN_TASARIMI
ürün çok hızlı ve sağlam bir şekilde elime ulaştı. media market internetsatışında gerçekten çok iyi.,1.0,1.0,0.0,0.0
kullanışlı telefon,1.0,0.0,0.0,0.0
hemen hemen tüm serilerini kullandım satıcılarda çok teşekkür ederimhızlı kargo için,1.0,1.0,0.0,0.0
güzel,1.0,0.0,0.0,1.0
apple kalitesi. tek sorun apple store dışında uygulama yüklenememesi.,1.0,0.0,0.0,0.0
apple kalitesi,1.0,0.0,0.0,0.0
apple kalitesi diyecek birşey yok,1.0,0.0,0.0,0.0
apple kalitesi diyorum …,1.0,0.0,0.0,0.0
"ilk başta baya bi düşünerek aldım ürünü ama ürün güzel hızlı ve mağazafiyatının çok altında geldi,gayet memnunum",1.0,0.0,1.0,0.0
orijinal ürünn,1.0,0.0,0.0,0.0
birkaç aydır severek kullanıyorum sorun yaşamadım,1.0,0.0,0.0,0.0
sağlam bir şekilde geldi zaten kalitesi ortada,1.0,1.0,0.0,0.0
superr bıseyyy,1.0,0.0,0.0,0.0
hizli tesli̇mat i̇çi̇n teşekkürler,0.0,0.0,0.0,0.0
herşey iyi de . aşırı ısınma yapıyor 10 dk da ateş gibi oldu . yorumumgörünsün diye 5 yıldız verdim. editliyorum: ürün ilk hesap oluşturuncazaten ısınması normalmiş . orjinal ürün güvenle alabilirsiniz. biz çokbeğendik . teşekkürler,1.0,0.0,0.0,0.0
hızlı kargo teşekkürler.,0.0,1.0,0.0,0.0
paketleme kötüydü sadece bir poşete geçirmişler yollamışlar kutusu ezilmişti,0.0,1.0,0.0,0.0
çok güzel online ders için almıştım. 2 günde geldi satıcı yardımcı olduçok teşekkür ederim. herhangi bir sıkıntı yaşamadım.,1.0,1.0,0.0,0.0
güvenle kullanılabilir sin harika kızıma karne hediyesi aldım teşekkür ediyorum,1.0,0.0,0.0,0.0
çok hızlı ve sorunsuz biçimde teslim edildi. teşekkür ederiz.,1.0,1.0,0.0,0.0
çok güzel bir tablet,1.0,0.0,0.0,0.0
süper teşekkürler,1.0,0.0,0.0,0.0
"hala fiyatına göre alınabilecek en iyi ürünlerden biri.  ekran büyüklüğüçok iyi, şarjı muazzam.  64 gb kapasite gayet yeterli.",1.0,0.0,1.0,1.0
çok kasıyor hiç memnun değilim pubg oynatmıyor bile pubg için almıştımgram helal etmiyorum,1.0,0.0,1.0,0.0
çok iyi teşekkürler,1.0,0.0,0.0,0.0
orjinal ürün hızlı teslimat uygun fiyat,1.0,0.0,1.0,0.0
oğlum için almıştım gayet güzel ve yeterli bi ürün.. kargo da hızlı geldi..,1.0,0.0,0.0,0.0
ürün kaliteli ve zamanında teslim edildi.,1.0,0.0,0.0,0.0
orijinal ürün,1.0,0.0,0.0,0.0
"güvenilir, i̇letişim kanalları açık bir satıcı, çok iyi paketleme vehızlı teslimat. 1 günden daha az bir sürede teslimatı yapıldı.",1.0,1.0,0.0,0.0
"ürün idare eder, birkaç ağır 3d uygulaması yükledim. kaldırmadı. bendaha iyi performans bekliyordum. ayrıca aldıktan hemen sonra bayaindirime girmiş.",1.0,0.0,1.0,0.0
hızlı ve özenli kargo,1.0,1.0,0.0,0.0
"uzun yıllar boyunca android tabletler kullanmış birisi olaraksamimiyetle söylüyorum ki şuan da bu fiyata alınabilecek en kaliteli engüzel tabletlerden birisidir. i̇pados  dünyasına girmek keyifli olduyenilik oldu bizler için, pivotexpert'e teşekkürlerimi sunuyorum, özenlibir paket hazırlanmış. alacak arkadaşlar hiç düşünmeden bütçelerielveriyor ise alsınlar. herkesin güzel günlerde kullanmalarını  temenni ediyorum.",1.0,1.0,1.0,0.0
güzel kullanışlı,1.0,0.0,0.0,1.0
kızım için aldım güzel insalalh sorun çıkmaz sağlam geldi güzelpaketleme için teşekkür ederim insalaah uzun süre kullanır,1.0,1.0,0.0,0.0
sorunsuz geldi,1.0,1.0,0.0,0.0
ürün sorunsuz geldi apple troya teşekkürler ama bi hediye yollayabilirdiniz,1.0,1.0,0.0,0.0
tartışmasız işi uzmanından aldık herkese tavsiye ederim. diğermarkaların 10-13 bin bandındaki ürünleri eline su dökemez. teşekkürler.,1.0,0.0,1.0,0.0
sevdik boyutu büyük sevdik biz @isginderindoruk,0.0,0.0,0.0,1.0
10/10 bi ürün ekranı da büyük güzel ama aldığınızda kesinlikle korumatakın biraz ince çünkü harici satıcı mükemmel paketlemişti her şey için teşekkürler,1.0,1.0,0.0,1.0
ipad uzay grisi 64 gb sonuçta apple,1.0,0.0,0.0,1.0
gayet uygun fiyata iyi kalite,1.0,0.0,1.0,0.0
ürün sağlam bl şekilde elime ulaştı paketleme çok iyiydi teşekkür ederimaklınızda hiç şüphe kalmasın gönül rahatlığıyla alabilirsiniz,1.0,1.0,0.0,0.0
süper ürün çok beğendim alınderim,1.0,0.0,0.0,0.0
"ürün gayet iyi sağolun, paketleme şekli beyendim. alanı pişman olamazumarım 🤞",1.0,1.0,0.0,0.0
fazla söze gerek yok muhteşem,1.0,0.0,0.0,0.0
çok güzel bayıldım şuan tabletten yazıyorum 😁😁✌🏻,1.0,0.0,0.0,0.0
mükemmel.,1.0,0.0,0.0,0.0
"8 senedir ipad kullanıcıyım o yüzden gözüm kapalı aldım. fiyatı piyasayagöre uygun, kargo hızlı ve paketlemesi çok güzeldi. teşekkürler",1.0,1.0,1.0,0.0
güvenilir satıcıı,1.0,0.0,0.0,0.0
çok güzel sapasağlam ulaştı elime iyiki almışım:),1.0,1.0,0.0,0.0
teslimat hızlıydı.. teşekkürler,0.0,0.0,0.0,0.0
media markt te aynı fiyat gidin ordan alın çok geç gönderiyor siparişsırasında iptal olmuyor,0.0,0.0,1.0,0.0
orijinal.,1.0,0.0,0.0,1.0
"2 gün içersinde elime ulaştı, birçok siteden daha uyguna aldım :) çokteşekkür ediyorummm",0.0,0.0,1.0,0.0
okul için aldım severek kullanıyorum mimarlık öğrencileri için tavsiye ederim,1.0,0.0,0.0,0.0
mülemmel sorunsuz,1.0,0.0,0.0,0.0
ben dizi film izlemek için kullanıyorum gayet yeterki,1.0,0.0,0.0,0.0
kızım için aldım gayet kullanışlı şık ve sağlam,1.0,0.0,0.0,1.0
"harika paketleme, ürün zaten apple kalitesi . tavsiye ederim👍👍",1.0,1.0,0.0,0.0
fiyatlar cok pahali tabletlerde malesef onun dışında calismasinda biesorun yok,1.0,0.0,1.0,0.0
ürün elime ulaştı teşekkür ederim,0.0,0.0,0.0,0.0
anlatıldığı gibi ve orijinal,1.0,0.0,0.0,0.0
apple kalitesi i phone kullandığım için kullanımı kolay telefon ilehemen entegre oldu,1.0,0.0,0.0,0.0
çok teşekkür ederim.ürün sorunsuz geldi.,1.0,1.0,0.0,0.0
kızım için aldım. oldukça memnun kaldı.,1.0,0.0,0.0,0.0
ürün çok iyi ancak ilk kez ios bir cihaz aldım uygulama indirme androidekıyasla biraz zor ama cihaz kaliteli pubg mobile de90fps gosteriyor amagercekte vermiyor ekran 60hz olduğu için aslinda 60fps oynuyorsunuz,1.0,0.0,0.0,0.0
ürün yeterince işi gayet güzel,1.0,0.0,0.0,0.0
sorunsuz ve hızlı geldi.,1.0,1.0,0.0,0.0
ürün kalitesi çok iyi tavsiye ederim,1.0,0.0,0.0,0.0
2 gün içinde teslim edildi güzel paketleme çok iyiii,0.0,1.0,0.0,0.0
mük kız kardeşime doğum günü hediyesi olarak aladım çok hızlı kargolandısatıcıya çoook teşekkür edrim,0.0,1.0,0.0,0.0
sorunsuz güvenli teslimat,1.0,1.0,0.0,0.0
baya kaliteli geldi görseldekinin aynısı🙏🏻,1.0,0.0,0.0,1.0
harika orijinal bir ürün,1.0,0.0,0.0,1.0
memnunum 🌸,1.0,0.0,0.0,0.0
apple kalitesi,1.0,0.0,0.0,0.0
"ürün sıkıntısız bir şekilde geldi , faturasıda içindeydi, güvenilir vetemiz hizmetinizden dolayı teşekkürler",1.0,1.0,0.0,0.0
guzel tavsiye ederim,1.0,0.0,0.0,0.0
teşekkürler,0.0,0.0,0.0,0.0
çok güzel ürün. beklentilerimi karşıladı. ders çalışmak ve günlükaktivitelerde kullanmak için aldım,1.0,0.0,0.0,0.0
daha önce başka bir siteden almıştık aynı modeli oğluma da aldık çokgüzel ihtiyaç duyacağınız her özellik var,1.0,0.0,0.0,1.0
"çok iyi,şimdiye kadar hiç problem çıkmadı",1.0,0.0,0.0,0.0
"mükemmel,hızlı kargo",1.0,1.0,0.0,0.0
hem çocuklar kullanıyor hem biz kullanıyoruz. çok basit ve kullanışlıapple ürünleri hep bu şekilde önde,1.0,0.0,0.0,1.0
çok iyi. çok hızlı. çok kısa bir sürede ulaştı. teşekkürler.,1.0,0.0,0.0,0.0
"çok hızlı kargo geldi-teşekkürler.henüz paketi açmadım,ama applekalitesinden şüphem yok.",1.0,0.0,0.0,0.0
hızlı güzel,1.0,0.0,0.0,1.0
çok iyi bir şey,1.0,0.0,0.0,0.0
tek kelime ile mükemmel. firmaya teşekkür ederim. arka taraf üstte noktaşeklinde olanı ben özür sandım. fakat orjinalinde varmış. şimdilikmemnunuz. bu firmadan almanızı tavsiye ederim. birde o kadar çabuk geldiki. ben şok…,1.0,0.0,0.0,1.0
"apple farkı, her şeyiyle harika. macbook kadar iş görüyor, çok memnunum.minimal olmasını çok seviyorum",1.0,0.0,0.0,1.0
paketleme çok kötü. asla koruma yoktu çok kötüydü,0.0,1.0,0.0,0.0
"ürün çok güzel. hızlı,görüntü kalitesi süper. tavsiye ediyorum.",1.0,0.0,0.0,0.0
cok harika tablet tavsiye ederim,1.0,0.0,0.0,0.0
"apple kalitesi , çok severek aldık kullanıyoruz , orjinal ürün güvenilir satıcı",1.0,0.0,0.0,0.0
hızlı geldi ve ürün sağlam,1.0,1.0,0.0,0.0
ürün tek keline ile mükemmel. beni uzun yıllar idare eder diye düşünüyorum.,1.0,0.0,0.0,0.0
sorunsuz teslimat. bilindik kalite,1.0,0.0,0.0,0.0
efsane bayıldım,1.0,0.0,0.0,1.0
22 temmuzda sipariş verdim. 26sinda geldi. tablet çok güzel tercihedilebilir. kardeşim pubg için almıştı severek kullanıyor.,1.0,0.0,0.0,0.0
kargolama kötüydü o yüzden 1 yıldız kırdım ama tablet müq ✈️ 🏢 🏢,1.0,1.0,0.0,0.0
pat pata sarılı gelmişti gayet güzel çok beğendim garantisi bir gün öncebaşlamış  kargoda çok hızlıydıı 10/10,1.0,1.0,0.0,0.0
kızım için aldık 👍,0.0,0.0,0.0,0.0
ürün çok çabuk geldi tavsiye ederim ilgili satıcı,0.0,0.0,0.0,0.0
keşke aldıktan 3 sonra gün 1500 tl indirime girmeseydi…,0.0,0.0,1.0,0.0
i̇pad kalitesi tartışılmaz,1.0,0.0,0.0,0.0
ürünü uzun araştırmalar sonucu aldım. ürün beklediğim kalitedeydi.günlük kullanım ve oyun konusunda hiç bir sıkıntı yaşamazsınız.aklınızda kalan sorular için youtube üzerinden ilgili videolarıizlemenizi tavsiye ederim.satıcıya dikkat etmenizi öneririm. benimkutumun üzerinde deformasyonlar mevcuttu.  paketleme özenli değildi. i̇şyerinde olmam nedeniyle eve gelince kargoyu açabildim.  üründe birproblem olmaması nedeniyle iade etmek istemedim.,1.0,1.0,0.0,0.0
çok hızlı kargolandı ve elime ulaştı. teşekkür ederim.,0.0,1.0,0.0,0.0
huzlı gönderim.,0.0,0.0,0.0,0.0
gayet kaliteli 👍🏼,1.0,0.0,0.0,0.0
oğlum için aldık orjinal kaliteli bir ürün alalı 3 ay oldu sorunsuzkullanıyorum oyun oynamak.icin aldık gece gündüz elinde ve süperısınmıyor bayada büyük,1.0,0.0,0.0,1.0
faturamı yollar mısın lütfen- güncelleme satıcı mesajımdan sonra hemenfaturayı yolladı memnunum,0.0,0.0,0.0,0.0
aşırı hızlı geldi çok teşekkürler 🥰,0.0,0.0,0.0,0.0
10 numara 5 yıldız teşekkürler cok memnun kaldık,1.0,0.0,0.0,0.0
çok kaliteli bir cihaz,1.0,0.0,0.0,0.0
hızlı kargo için teşekkürler,0.0,0.0,0.0,0.0
sağlam paketlenmiş mükemmel bir ürün pişman olmassınız apple kalitesifiyat performans ürünü,1.0,1.0,1.0,0.0
kargo özenliydi. 1 günde sipariş elime ulaştı. teşekkür ederim.,0.0,1.0,0.0,0.0
hızlı kargo hersey icin teşekkür ediyorum,0.0,0.0,0.0,0.0
gayet güzel şık büyük,1.0,0.0,0.0,1.0
ilgili firma hemen kargolandi teşekkür ederim,0.0,0.0,0.0,0.0
paketleme cok guzel kargo hizli. tablet cok guzel hizli magazayatesekkur ediyoruz.,1.0,1.0,0.0,0.0
faturamı gönderin,0.0,0.0,0.0,0.0
aşırı hızlı teslimat cok korunaklı geldi istediğim gördüğüm ürün çokbeğenerek aldım teşekkürler trendyol,1.0,1.0,0.0,0.0
"geç geldi 10 gün sürdü, güzel sıkıntı yok tablette",1.0,0.0,0.0,0.0
ürünü biraz önce teslim aldım ve kutuyu açtım ipadin etrafını kontrolederken ürünün arkasına kocaman d harfi kazindigini fark ettim.. resmenşoktayım bana kullanılmış bir ürün yollanmış ürünün birebir değişiminiistememe rağmen çözüm bulmadilar alacaklar dikkat etsin,1.0,1.0,0.0,0.0
1 puanı kutunun dışını sadece patpatla sardıkları için kırdım kenarıezilmişti onun dışında bir sorun yok,0.0,1.0,0.0,0.0
kalitesini anlatmaya gerek yok,1.0,0.0,0.0,0.0
alalı baya bir oldu memnun kaldım,1.0,0.0,0.0,0.0
hasarsız geldi güvenilir teslimat apple kalitesi teşekkürler,1.0,1.0,0.0,0.0
aşırı güzel ve kaliteli sıfır kutusunda geldi,1.0,1.0,0.0,1.0
"hızlı geldi , iyi gibi duruyor, ders çalışmak ve kitap okumak için aldım bakacağız",0.0,0.0,0.0,0.0
sorunsuz ulaştı elime. kargosu iyiydi. teşekkürler,0.0,1.0,0.0,0.0
bu fiyatlarda alınabilecek tek tablet,0.0,0.0,1.0,0.0
"kutunun üst kısmı çok hafif ezik gibiydi ama onun dışında herşeysorunsuz, üründen bahsetmeye gerek bile yok herkes araştırıp gelmiştirburalara kadar :) ty expresse teşekkürler cumartesi günü çalıştklarıiçin .",1.0,1.0,0.0,0.0
sağlam geldi paketlemesi güzel ve özenliydi,1.0,1.0,0.0,0.0
iphone candır,1.0,0.0,0.0,0.0
10 numara cihaz,1.0,0.0,0.0,0.0
"baloncuklu poşete sarılıp gönderilmiş, şansıma hasar yoktu pakette ürünorjinal kutusunda kapalı kutu olarak gönderildi tarafıma, sorun yok yaniarkadaşlar satıcı güvenilir rahatça alışveriş yapabilirsiniz burdan",1.0,1.0,0.0,0.0
güzel sıkıntı yok,1.0,0.0,0.0,0.0
paketleme güzeldi teşekkürler,0.0,1.0,0.0,0.0
kaliteli😎💂🏻‍♂️👮🏻‍♂️,1.0,0.0,0.0,0.0
çok güzel,1.0,0.0,0.0,0.0
ürünün kalitesi tartışılmaz fakat kargo süreci ve satıcının sorulansorulara ilgiz cevapları tartışılır. ürünü gün içerisinde kargoya hementeslim etmiyorlar  akşamı bekliyorlar ürün iki gün daha geç geliyor 👍,1.0,0.0,0.0,0.0
sağlam ve güzel paketleme teşekkürler,0.0,1.0,0.0,0.0
al baba on numara,1.0,0.0,0.0,0.0
kesinlikle tavsiye ediyorum,1.0,0.0,0.0,0.0
ablaji iyiydi sapasağlam geldi,1.0,1.0,0.0,0.0
paketleme çok özenliydi kargo hızlıydı memnun kaldım,0.0,1.0,0.0,0.0
ürün iyi beğendim,1.0,0.0,0.0,0.0
çok başarılı,1.0,0.0,0.0,0.0
pubg oynamak için almıstım gayet iyi performans ürünü ayrıca birçokişimede yarıyor,1.0,0.0,0.0,0.0
hızlı kargo,0.0,0.0,0.0,0.0
f/p kaliteli ürün,1.0,0.0,1.0,0.0
ürün orijinal kutusunda geldi kargo ve paketleme iyi tablet zaten çok iyi,1.0,1.0,0.0,0.0
mühhhh diyecek bişe yok,0.0,0.0,0.0,0.0
"aldıktan 1 gün sonra elime ulaştı hem satıcı firmadan hem de kargoşirketinden çok memnun kaldım,ipad zaten bilindiği gibi kesinlikletavsiye ediyorum.ekran büyüklüğü kullanışlı olması ve kalitesi harika.",1.0,0.0,0.0,1.0
begendik memnunuz,1.0,0.0,0.0,0.0
harika bir ürün kızım çok sevdiii,1.0,0.0,0.0,0.0
fiyat performans ipad serisi gayet güzel,1.0,0.0,1.0,0.0
pazartesi sipariş verdim çarşamba günü teslim edildi. hediye olarakaldım o yüzden daha kullanmadık yorumlara bakarak aldım.,0.0,0.0,0.0,0.0
"tabletin kralı, tek geçerim",1.0,0.0,0.0,0.0
"korkarak aldım ama çok hızlı kargoya verildi sorunsuz bir şekilde teslimaldım, cihaz zaten çok iyi öneriyorum",1.0,1.0,0.0,0.0
kullanışlı ders içi aldım,1.0,0.0,0.0,0.0
çok hızlı geldi teşekkürler,0.0,0.0,0.0,0.0
hızlı teslimat iyi paketleme,0.0,1.0,0.0,0.0
almaktan pişman olmadığım ürün,1.0,0.0,0.0,0.0
hızlı kargo için teşekürler,0.0,1.0,0.0,0.0
amiral gemisi,1.0,0.0,0.0,1.0
paketleme güzeldi. ürün orijinal.,1.0,1.0,0.0,0.0
ürün sorunsuz ve hızlı bir şekilde ulaştı teşekkürler,0.0,1.0,0.0,0.0
on numara beş yıldız,1.0,0.0,0.0,0.0
mükemmel sıfır kasma,1.0,0.0,0.0,0.0
sorunsuz elime ulasti video derslerimi izlemek icin aldim apple kalitesikargo da sorunsuz 5 yildiz,1.0,1.0,0.0,0.0
oğluma hediye aldım istedigi bir üründür gayet hızlı guzel,1.0,0.0,0.0,0.0
ürünü hediye olarak kardeşime aldım çok beğendi 💞💞💞,1.0,0.0,0.0,0.0
hemen geldi memnunum çizik vs yok tercih edebilirsiniz,1.0,1.0,0.0,0.0
çok güzel bir ürün fiyatta gayet uygun teşekkür ederim 🙏🏼,1.0,0.0,1.0,0.0
ürün 1 günde elime ulaştı kargo gayet hızlı ürün güzel ve işinizi görürşarjı 2 gün gidiyor,1.0,0.0,0.0,0.0
"apple kalitesi, orijinal ürün",1.0,0.0,0.0,0.0
"güzel paketleme,hızlı kargo çok beğendik",0.0,1.0,0.0,0.0
apple kalitesi,1.0,0.0,0.0,0.0
harika ürün,1.0,0.0,0.0,0.0
cok begendim cok guzel♥️icinde kalem yok arkadaslar ayri aliyosunuz onu,1.0,1.0,0.0,1.0
güzel paketlenmiş teşekkürler içiniz rahat söyleyebilirsiniz,0.0,1.0,0.0,0.0
paketle gayet iyiydi gönül rahatlığıyla alabilirsiniz,0.0,1.0,0.0,0.0
"ürün kusurlu geldi , ekranda sorun vardı, mecbur apple mağazasına gidipdeğiştirdim yeni ürün verdiler de sorunum öyle çözüldü",1.0,0.0,0.0,0.0
çok beğendim sorunsuz teslim aldım,1.0,1.0,0.0,0.0
çok güzel tablet ama çok ısınıyor,1.0,0.0,0.0,0.0
süper. olması gerektiği gibi işini çok iyi yapıyor.,1.0,0.0,0.0,0.0
çok iyi ve hızlı geldi💘💘💘,1.0,1.0,0.0,0.0
sorunsuz teslim aldım,0.0,1.0,0.0,0.0
çok hızlı geldi ve çok güzel,1.0,0.0,0.0,1.0
sorunsuz kargo sorunsuz teslimat hiçbir sıkıntısı yok fatura kesimigaranti başlangıcı aldığım tarih yalnız aras kargo dağıtıcısı aparttakimseyi bulamayınca beni arayıp sormak yerine kapının önüne bıraktımalırsın demesi kargo dağıtıcıları neden böyle arasla çalışmanız eksipuan yada sorun çıkartabilir size o an ben orada olmasam çalınsasorumlusu kim olacaktı acaba,1.0,0.0,0.0,0.0
kargolama iyiydi teşekkür ederim,0.0,1.0,0.0,0.0
çok iyi paketlenmesi mükemmel,0.0,1.0,0.0,0.0
"sorunsuz teslimat , troy güvenirliği ☺️",1.0,1.0,0.0,0.0
ürün sorunsuz ve hızlı bir şekilde geldi.,1.0,1.0,0.0,0.0
güzel paketleme ve çok hızlı geldi teşekkürler,0.0,1.0,0.0,0.0
iyi ki almışım güzel ve kaliteli.,1.0,0.0,0.0,0.0
yoruma bile gerek yok marka...,1.0,0.0,0.0,0.0
faturamı istiyorum,0.0,0.0,0.0,0.0
ürün elime çok hızlı ulaştı paketleme çok güzeldi teşekkür ederim,0.0,1.0,0.0,0.0
"urun tek kelime ile harika. coklu uygulama destegi, sidecar ozelligi,sim kart olmadan facetime yapabilme ve apple pencil ile hem simdi hem deuzun vadede ise yarayabilecek harika bir urun. acikcasi cok lazimdegilse bu paralari vermek herkes icin kolay degil. lazimsa kesinliklealinmali. tesekkurler apple.",1.0,0.0,1.0,0.0
ürün çok iyi paketlenmisti çabuk kargolandi.kurulumunu yaptık hiç birsorun yaşamadık.saticiya teşekkür ediyorum,1.0,1.0,0.0,0.0
pahalı ama güzel tablet,1.0,0.0,1.0,1.0
cok memnunuz,1.0,0.0,0.0,0.0
gayet güzel,1.0,0.0,0.0,0.0
apple kalitesi,1.0,0.0,0.0,0.0
çok begendim yeterli geldi,1.0,0.0,0.0,1.0
ürün çok güzel harika paketlenmiş,1.0,1.0,0.0,0.0
çok güzel paketlenmiş,0.0,1.0,0.0,0.0
mükemmellll,1.0,0.0,0.0,0.0
sorunsuz geldi,1.0,1.0,0.0,0.0
sorunsuz geldi hic bi sorun yasamadik guvenilirdir,1.0,1.0,0.0,0.0
çok iyi güzel bir alver oldu,1.0,0.0,1.0,0.0
apple'ın kalitesine söylenecek bir şey zaten yok. satıcıya da teşekkürederim. kargo hızlıydı ve güvenliydi,1.0,1.0,0.0,0.0
"hem beklediğimden hızlı geldi hem de paketlemesi çok iyi yapılmıştı.ürün zaten apple. ona diyecek bir şey yok. apple ürünlerini heptrendyoldan sipariş veriyorum, apple’ın kendisinin satıcı olduğu ya dayetkili apple mağazalarının satıcı olduğu ürünleri tercih ediyorumşu anakadar hiç bir sorun yaşamadım. piyasadan daha uygun fiyatlı satın alıyorolmak da cabası…",1.0,1.0,1.0,0.0
teşekkürler,0.0,0.0,0.0,0.0
ürünü kargoya verdiler 15 gün aynı yerde kargoda takıldı bende busüreçte hergün yazdım konuştum kargoyla trendyolla mediamarkttla vesonuç olarak 15 günün sonunda paramı iade etmeye karar verdiler benindirimde almıştım ürünü fiyatı arttı nasıl alacağım düşünen yok yasalhaklarınızı kullanabilirsiniz diyorlar. ve daha da yatmadı para bu haftaiçinde yatacak yani 1 aya yakın bekletip bu şekilde muamele ediyorlarbirde .,0.0,0.0,1.0,0.0
"çok hızlı geldi, zaten satıcı mediamarkt olduğu için orijinal appleürünü. iphone ve macbook ile otomatik eşleşme yapılabiliyor. severek kullanacağım.",1.0,0.0,0.0,0.0
ürün ambalajı yarı yarıya açık geldi . kutu açılmamıştı ama üst ambalajıyırtıktı . trendyola yakışmadı !,0.0,1.0,0.0,0.0
ürün gayet güzel aynı gün kargo bir gün içinde geldi.,1.0,1.0,0.0,0.0
i̇nternette gezinmek sosyal medya ve zoom programları için aldım.fazlasıyla yeterli. tabletin ebatına bakmamışım daha küçük zannediyordumbüyüklüğü gayet iyi hızı güzel. yalnız bir hususta uyarmak istiyorumböyle kıymetli ürünler kişiye gelen mesaj ile teslim edilmeli. blokgirişinde idi,1.0,1.0,0.0,1.0
ürün iyi ara sira donuyor,1.0,0.0,0.0,0.0
"64 gb gayet yeterli. fiyat halen iyi, ben aldığımda daha iyiydi amaihtiyacı olan beklemesin derim. apple ürünlerinde vazgeçilmez tek cihazipad bence.",1.0,0.0,1.0,1.0
apple kalitesi,1.0,0.0,0.0,0.0
cuma günü sipariş verdim bu gün aldım tşk ler trend yol,0.0,0.0,0.0,0.0
apple kalitesi çok güzel,1.0,0.0,0.0,0.0
gayet iyi geldi hiçbir sorun yok,1.0,1.0,0.0,0.0
başta tedirginlik yaşadım ama beklediğim gibi geldi sadece faturam gönderilmedi,1.0,0.0,0.0,0.0
ürün gayet iyi video yakalama hızı 120 fps vs çok iyi pubg oynamakisteyenler alabilirsiniz,1.0,0.0,0.0,0.0
hicbir sorun yasamadim  trendyoldan daha ucuza aldım hatta kısa süredeelime ulaştı canımsın trendyol,0.0,0.0,1.0,0.0
apple kalitesi,1.0,0.0,0.0,0.0
ürün oldukça iyi,1.0,0.0,0.0,0.0
güzel tavsiye edilir apple farki,1.0,0.0,0.0,1.0
güzel anlatmaya gerek yok,1.0,0.0,0.0,1.0
güzel ürün pubg oynayanlar kasma yok donma yok tavsiye ederim,1.0,0.0,0.0,0.0
mukemmel begendim,1.0,0.0,0.0,0.0
güzel ürün,1.0,0.0,0.0,1.0
"9 nesil ıpad çok güzel,teknoloji olarak muazzam,benim işim içinideal,iyiki almışım👌👌",1.0,0.0,0.0,1.0
trendyoldan alırken baya tereddüt ettim ama baya sevdim paketleme kargohızı çok iyi şarz var içinde kullanımı iphone 11 gibi,1.0,1.0,0.0,0.0
gayet saglam ve güzel geld,1.0,0.0,0.0,1.0
gayet güzel bir ürün indirimli almıştım,1.0,0.0,1.0,0.0
mükemmel bir tablet ben 3 yaşındaki kızıma yatırım olsun diye aldım.birlikte i̇ngilizce dersleri ve eğitici oyunlar oynarken aynı zamandanetflix için kullanıyorum çok güzel. çizim de yapıyoruz,1.0,0.0,0.0,0.0
sorunsuz ulaştı teşekkür ederim,1.0,1.0,0.0,0.0
ben aldıktan sonra indirime girdi ama iade etmeye üşendim açıkçası.sağlam paketlenmişti.,0.0,1.0,1.0,0.0
ipad asigi olarak cok sevdkmm,1.0,0.0,0.0,1.0
sorunsuz güvenilir şekilde elime ulaştı,1.0,1.0,0.0,0.0
sorunsuz teslimat,0.0,1.0,0.0,0.0
kargo çok iyi paketlenmişti teşekkürler,0.0,1.0,0.0,0.0
kaliteli apple hakkını vermiş,1.0,0.0,0.0,0.0
çok hızlı ulaştı elime indirim dönemi olmasına rağmen çok beğendik,1.0,0.0,1.0,0.0
ürün hızlı geldi beğendik,1.0,0.0,0.0,0.0
hızlı geldi sağlam,1.0,0.0,0.0,0.0
öncelikle aldığım satıcıya teşekkür ediyorum gününde kargoya verdi veözenli bir şekilde. tablete gelecek olursak hoparlör sadece yetersiz odaçok fazla  belli olmuyor onun dışında muazzam fiyat olarak appleürünlerinde en iyisi air modeli ile bu model arasında kalmıştım fakatşuan bu bile yeter de artar ve kamerası bir tablet için çok iyi,1.0,1.0,1.0,1.0
harika kızım çok sevdi,1.0,0.0,0.0,1.0
gayet güzel air almaya gerek yok bu fiyata bu performans gerçekten mükk😃😃 3-4 gün önce 4980 e aldım fiyatta cok sık dalgalanma oluyor süreklitakip edip uygun oldugu zaman alın benden tavsiye,1.0,0.0,1.0,0.0
müthiş bir ürün,1.0,0.0,0.0,0.0
ahsenim online satıcısından aldım. cuma akşamı sipariş verdim pazartesigünü ulaştı. paketleme gayet iyiydi ürünün orijinalliğinde sıkıntı yokseri numarasından kontrol ettim. üniversitede dijital not tutmakisteyenler için en iyi tercih bu model ve kalemi,1.0,1.0,0.0,0.0
çok şık bi alet ya yeni aldım bakalım umarım bi sıkıntı cıkmaz bayıldımcunki suan,0.0,0.0,0.0,1.0
çok memnunum iyiki almışım 👍,1.0,0.0,0.0,0.0
ürün güzel,1.0,0.0,0.0,0.0
piyasaya göre uygun fiyatlı ürün. apple kalitesi zaten tartışılmaz.,1.0,0.0,1.0,0.0
arkadaşlar ürün elime defolu geldi ölü piksel vardı üstte görünsün diye5 yıldız verdim ama her tableti öyle değildir,1.0,0.0,0.0,0.0
şi̇mdi̇ balkiyorum da i̇yi̇ ki̇ almiş. her şeyi̇n fi̇yati almiş başini gi̇tmi̇ş.çok memnunuz.,0.0,0.0,1.0,0.0
çok güzel bir ürün,1.0,0.0,0.0,1.0
"kızım çok mutlu oldu,original ürün.",1.0,0.0,0.0,0.0
